,小区名称,区域位置,经度,纬度,总价,单价,看房时间,链家编号,关注度,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验统一编码,查询房管备案记录,核心卖点,适宜人群,别墅类型,户型介绍,小区介绍,售房详情,税费解析,周边配套,用水类型,用电类型,装修描述,燃气价格,交通出行,权属抵押
1341,['绿城云栖桃花源'],富阳-银湖科技城,119.92119,30.127552,210,15750,提前预约随时可看,1.03114E+11,16,4室2厅1厨2卫,中楼层 (共11层),133.34㎡,平层,暂无数据,板塔结合,西南,钢混结构,毛坯,两梯两户,有,2021/3/3,商品房,2020/11/9,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210303LP492594,"
                    绿城品质，大四房，西边套，中间楼层，采光 无遮挡 单价低，.. 
                  ","
                    本房位于富阳区银湖街道，有中式合院和洋房，环境优美 品牌 物业  适合常年居住
                  ",,,"
                    小区自带幼儿园 银湖街道高桥幼儿园(勤丰分园)、杭州巴学园、富阳银泰、宝龙城市广场、富阳区第三/一人民医院、富阳区骨伤科医院
                  ","
                    此房为刚交付的新小区，该房采光充足，中间楼层，西边套，4房2厅1厨2卫 
                  ",,,"
                    房子为普通住宅，首套房首付三成，二套六成 该房未满五年，有增值税5%，个税1%，契税首套1.5% 二套2%
                  ",,,,,,
1342,['万科君望'],富阳-东洲,120.004449,30.078641,195,19195,提前预约随时可看,1.03117E+11,1,3室2厅1厨2卫,高楼层 (共6层),101.59㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,一梯两户,有,2021/9/16,商品房,2021/6/8,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210916VQ319228,"
                    品质小区，万科物业，次新房，全明户型，大3房。
                  ","
                    次小区为万科品质，万科物业，位于东洲板块，背靠高尔夫球场，黄公望森林公园，南面富春江。
                  ",,,"
                    此房为2019年交付，业主2020年办理的房产证，未满五年，需要交增值税5.3% ，个人所得税1%，契税1.5%，二套2%
                  ","
                    
此房户型方正，全明户型，两房朝南，一房朝北，厨卫全明，三房两卫，空间利用高
                  ",,"
                    横山路（公交站）距此269米，途经公交：2112a线、2119路夜间线 横山村（公交站）距此365米，途经公交：2112b线。 东洲新区东大道（公交站）距此528米，途经公交：301路、434路、595b线、595路。 以上数据百度地图测量所得
                  ",,,,,,,
1343,['施家园花苑北区'],富阳-银湖科技城,119.9851888,30.1682515,202,16418,提前预约随时可看,1.03114E+11,4,3室2厅1厨2卫,低楼层 (共3层),123.04㎡,平层,暂无数据,板塔结合,南 北,未知结构,毛坯,一梯一户,无,2021/3/3,商品房,2020/11/17,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210506OT684027,"
                    近地铁，全明户型结构，无遮挡采光好
                  ","
                    小区位于野生动物园旁，闲富路上，靠城西小和山，万丈山隧道出来就是。城西工作的人过来比较近


                  ",,,,"
                    税费解析：
今年刚办的产证，未满两年。个税1%，契税首套1.5%，二套2%，增值税5.3%

                  ",,,,,,,,,
1344,['阳光城上林湖'],富阳-银湖科技城,119.973473,30.159807,340,24516,提前预约随时可看,1.03115E+11,7,4室2厅1厨2卫,中楼层 (共5层),138.69㎡,,暂无数据,,南,钢混结构,毛坯,,,2021/5/25,商品房,2021/4/29,别墅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,210506ZM632884,"
                    此房带电梯的叠排，户型方正，看房方便，业主诚心出售
                  ","
                    小区位于富阳银湖街道，整体环境优雅，绿化高，带游泳池，网球场，会所，自住皆宜天然养生之所，自然环境媲美排屋别墅小区
                  ","
                    小区旁边配套齐全，近杭州野生动物园、富春硅谷，富阳人民医院、富阳银泰等，小区内餐饮娱乐配套齐全
                  ",联排,,"
                    
小区人文环境好 绿化环境清幽 适合各类人群居住 人车不分流 多条主干道 没有拥堵现象
                  ",,,"
                    税费金额，不满五年（有增值税）另有契税、个人所得税。契税首套1.5% 二套2% 个人所得税1
                  ",,,,,,
1345,['万科君望'],富阳-东洲,120.004449,30.078641,170,16809,提前预约随时可看,1.03113E+11,6,3室2厅1厨2卫,低楼层 (共8层),101.14㎡,平层,暂无数据,塔楼,南,钢混结构,毛坯,两梯两户,有,2021/1/9,商品房,2020/3/9,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,210109LP144518,"
                    房东诚心出售，毛坯可自主设计装修，户型方正
                  ","
                    小区位于富阳与转塘交界处，离高速口较近，小区主要为排屋和高层及花园洋房，这套房源是排屋，人车分流


                  ",,,,"
                    房子今年刚交付还不满两年，交易过程中有产生契税个税和增值税。


                  ",,"
                    毛坯房可塑性强，可以按照自己喜欢的风格去设计装潢，减少了拆除费


                  ",,,,,,,
1346,['中庆润泽院'],富阳-富春,119.929774,30.061283,190,23234,提前预约随时可看,1.03115E+11,3,3室2厅1厨1卫,低楼层 (共27层),81.78㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,2021/5/25,商品房,2020/10/16,普通住宅,未满两年,非共有,"
                                无抵押
                              ",已上传房本照片,210711GB774424,"
                    此房户型格局好，视线宽阔，采光充足，配套设施齐全


                  ","
                    该楼盘开发商为中庆房地产开发有限公司，小区物业为大家物业，小区配套完善，出门就是宝龙广场。新小区，小区人车分流
                  ","
                    小区配套完善，宝龙广场一条马路之隔，小区200米就是富阳骨伤科医院，距离东方茂、银泰两公里
                  ",,,"
                    
小区带电梯，人车分流，人文环境好，孕婴老幼适宜，小区环境优美
                  ",,,,,,,,,
1347,['九龙仓雍景山'],富阳-银湖科技城,119.982073,30.168408,258,20255,提前预约随时可看,1.03117E+11,7,4室2厅1厨2卫,低楼层 (共23层),127.38㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,2021/9/13,商品房,2021/1/8,普通住宅,未满两年,共有,"
                                有抵押
                              ",已上传房本照片,210921XU703670,"
                    本房南北朝向，西边套 楼层好 视野开阔 看的到山
                  ","
                    朝向】南向三面采光，明亮通透空间 【特色】户型方正动静分离，东南朝向，尽享阳光生活，玄关与一体化餐客厅相连，衔接南向观景阳台，通风透气，主卧套房式设计
                  ",,,"
                    
房子是70年产权商品房，2020年4月底满2年，目前有增值税5.3%，个税1%，契税首套1.5%，二套2%
                  ",,,"
                    
距离永兴200米左右（高德地图测）。距离杭州野生动物世界2公里（高德地图测），距离富春硅谷2公里左右（高德地图测）。距离银湖公园3公里左右（高德地图测），距离地铁6号线科创园站3.3公里左右（高德地图测）
                  ",,,,,,,
1348,['融创微风之城'],富阳-东洲,120.049163,30.086632,450,32678,提前预约随时可看,1.03117E+11,2,4室2厅1厨2卫,低楼层 (共4层),137.71㎡,跃层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2021/9/15,商品房,2020/6/4,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,"210917RY354119	","
                    3期下叠带花园 人车分流 小区中间位置 房东诚心卖


                  ","
                    区位于东洲版块，距离之江7公里左右，自然环境优越，杭富沿江公路双向六车道 小区有低密度的高层排屋叠排组成，绿化30%以上。


                  ",,,,"
                    房子于2020年交付，所以不满2年，税费有契税和个税，增值税，总价低的。


                  ",,"
                    房子毛坯交付，户型好，毛坯减少拆除费用，可按心意装修。。。 。


                  ",,,,,,,
1349,['云水湾'],富阳-银湖科技城,119.9181729,30.12402515,163,15934,提前预约随时可看,1.03111E+11,31,3室2厅1厨1卫,中楼层 (共5层),102.3㎡,平层,暂无数据,板楼,南 北,框架结构,毛坯,一梯两户,无,2020/9/8,商品房,2020/4/28,普通住宅,未满两年,非共有,"
                                有抵押 80万元
                              ",已上传房本照片,200921UB908458,"
                    
花园洋房，带电梯，一梯两户，小区环境优美，宜居环境
                  ","
                    
金宇云水湾，规划五大生活组团、300余亩生态旅游用地、九大功能配套中 心。五大组团集多联、双联、高层于一体 , 依坡地而筑 , 银湖板块高档住区 , 农业生态观光园 , 未来九龙大道延伸段。,
                  ",,,"
                    3公里范围地铁口（在建）打造的是养生别墅区，配套在高桥，有省中医院，客运站，万达广场。
                  ","
                    洋房户型，两房朝南，次卧朝北，厨房卫生间都朝北，一梯两户，人车人流
                  ",,,,,,,,,
1350,['九龙仓雍景山'],富阳-银湖科技城,119.982073,30.168408,199,20455,提前预约随时可看,1.03112E+11,5,3室2厅1厨1卫,高楼层 (共23层),97.29㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,2020/10/8,商品房,2020/9/30,普通住宅,未满两年,非共有,"
                                有抵押
                              ",已上传房本照片,210816HW803438,"
                    九龙仓三期高层，98方3房，不沿街，不吵，中高楼层，采光视线好
                  ","
                    
九龙仓雍景山位于杭州市富阳富阳，由富汇房地产开发(富阳)有限公司建成，总建筑面积500000，总占地面积298000，目前交房的有一二三期。总共8幢高层，其他都是叠排联排
                  ","
                    银湖实验，浙江省富阳zhongxue国际部，杭州新三台山艺术，银湖书院，杭州市富阳区银湖街道受降幼儿园，杭州市富阳区浙工大银湖创新创业研究院，银湖街道受降小xue，天翌幼儿园，杭州市公安局警犬基地，动物幼儿园
                  ",,,"
                    小区位于野生动物园旁，闲富路上，靠城西小和山，万丈山隧道出来就是。城西工作的人过来比较近
                  ",,,,,,,,,
